source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
39,40,ramadan iftar gathering,family assembly in salon,manifests_in,1,arabculture
30,39,religion,ramadan iftar gathering,contextualizes,1,arabculture
39,41,ramadan iftar gathering,ramadan evening gathering,manifests_in,1,arabculture
2,42,algerian,suhoor pre-dawn meal,manifests_in,1,arabculture
35,42,ramadan fasting practice,suhoor pre-dawn meal,manifests_in,1,arabculture
43,42,nutrition for fasting,suhoor pre-dawn meal,contextualizes,1,arabculture
30,44,religion,islamic practice,contextualizes,1,arabculture
44,45,islamic practice,ramadan fasting,manifests_in,1,arabculture
45,42,ramadan fasting,suhoor pre-dawn meal,manifests_in,1,arabculture
42,47,suhoor pre-dawn meal,defined eating window,contextualizes,1,arabculture
47,48,defined eating window,ends at adhan call,restricts,1,arabculture
2,49,algerian,ramadan pre-dawn meal,manifests_in,6,arabculture
49,50,ramadan pre-dawn meal,light suhoor preference,manifests_in,1,arabculture
51,50,dietary restrictions,light suhoor preference,influences,1,arabculture
49,52,ramadan pre-dawn meal,light traditional suhoor,manifests_in,1,arabculture
30,2,religion,algerian,contextualizes,31,arabculture
49,53,ramadan pre-dawn meal,light simple suhoor,varies_by,1,arabculture
1,2,food,algerian,contextualizes,42,arabculture
2,54,algerian,sweet preparation tradition,manifests_in,1,arabculture
54,55,sweet preparation tradition,meshwisha dessert,manifests_in,1,arabculture
2,56,algerian,ramadan sweets tradition,manifests_in,1,arabculture
56,57,ramadan sweets tradition,diverse ramadan desserts,manifests_in,1,arabculture
56,58,ramadan sweets tradition,household ramadan preparation,contextualizes,1,arabculture
2,59,algerian,sweets preparation for celebration,manifests_in,1,arabculture
59,60,sweets preparation for celebration,mother cooks sweets for good fortune,manifests_in,1,arabculture
61,59,celebration and success,sweets preparation for celebration,influences,1,arabculture
62,60,family traditions,mother cooks sweets for good fortune,manifests_in,1,arabculture
0,2,human,algerian,manifests_in,58,arabculture
2,64,algerian,visiting sick person,manifests_in,1,arabculture
64,65,visiting sick person,offering fruit gifts,manifests_in,1,arabculture
65,66,offering fruit gifts,bringing fruit to patient,manifests_in,1,arabculture
2,67,algerian,fruits in sweets,manifests_in,1,arabculture
67,68,fruits in sweets,fruit flavoring desserts,contextualizes,1,arabculture
2,69,algerian,preparing light meals,manifests_in,1,arabculture
69,70,preparing light meals,packing snacks for work,manifests_in,1,arabculture
2,71,algerian,snack consumption preference,manifests_in,1,arabculture
71,72,snack consumption preference,purchasing favorite snacks,manifests_in,1,arabculture
17,2,family,algerian,contextualizes,41,arabculture
2,73,algerian,wedding celebration,manifests_in,8,arabculture
73,74,wedding celebration,bride sharing joy with family,manifests_in,1,arabculture
74,75,bride sharing joy with family,wedding venue selection,manifests_in,1,arabculture
73,76,wedding celebration,capital city cuisine dish,contextualizes,1,arabculture
76,77,capital city cuisine dish,serving special wedding meal,manifests_in,1,arabculture
17,2,family,algerian,varies_by,37,arabculture
2,78,algerian,marriage gift obligation,manifests_in,1,arabculture
78,79,marriage gift obligation,mahr from groom to bride,manifests_in,1,arabculture
78,80,marriage gift obligation,completing marriage pillars,contextualizes,1,arabculture
2,81,algerian,pre-wedding family celebrations,manifests_in,1,arabculture
81,82,pre-wedding family celebrations,bride's family festivities day before wedding,manifests_in,1,arabculture
83,81,marriage customs,pre-wedding family celebrations,contextualizes,1,arabculture
63,83,tradition,marriage customs,manifests_in,1,arabculture
2,84,algerian,bride wedding preparation,manifests_in,1,arabculture
84,85,bride wedding preparation,bride clothing assembly,manifests_in,1,arabculture
84,86,bride wedding preparation,multi-month preparation period,manifests_in,1,arabculture
0,63,human,tradition,manifests_in,112,arabculture
63,2,tradition,algerian,contextualizes,33,arabculture
2,87,algerian,wedding dinner celebration,manifests_in,1,arabculture
87,88,wedding dinner celebration,couple hosts pre-wedding dinner,manifests_in,1,arabculture
87,89,wedding dinner celebration,family gathering,influences,1,arabculture
63,2,tradition,algerian,originates_from,8,arabculture
2,90,algerian,wedding ceremony customs,contextualizes,1,arabculture
90,91,wedding ceremony customs,bride departure from home,manifests_in,1,arabculture
92,91,gender roles in marriage,bride departure from home,influences,1,arabculture
2,93,algerian,henna celebration,manifests_in,1,arabculture
93,94,henna celebration,women singing during henna application,manifests_in,1,arabculture
95,93,wedding ceremonies,henna celebration,contextualizes,1,arabculture
2,96,algerian,wedding music importance,manifests_in,1,arabculture
96,97,wedding music importance,music selection coordination,manifests_in,1,arabculture
97,98,music selection coordination,bride's attire,balances,1,arabculture
63,2,tradition,algerian,varies_by,10,arabculture
2,99,algerian,wedding ceremony,manifests_in,4,arabculture
99,100,wedding ceremony,bride white dress entrance,manifests_in,1,arabculture
99,101,wedding ceremony,groom accompaniment,manifests_in,1,arabculture
0,30,human,religion,originates_from,14,arabculture
2,102,algerian,ramadan preparation,manifests_in,2,arabculture
102,103,ramadan preparation,mother purchases supplies,manifests_in,1,arabculture
17,104,family,mother household role,manifests_in,1,arabculture
104,103,mother household role,mother purchases supplies,influences,1,arabculture
2,105,algerian,mawlid celebration preparations,manifests_in,1,arabculture
105,106,mawlid celebration preparations,cooking rshta dish,manifests_in,1,arabculture
105,107,mawlid celebration preparations,mother's ritual role,manifests_in,1,arabculture
2,108,algerian,eid al-fitr celebration,manifests_in,3,arabculture
108,109,eid al-fitr celebration,children's anticipation and customs,manifests_in,1,arabculture
108,110,eid al-fitr celebration,family preparation rituals,influences,1,arabculture
17,111,family,eid al-adha celebration,contextualizes,1,arabculture
30,111,religion,eid al-adha celebration,manifests_in,1,arabculture
111,112,eid al-adha celebration,father purchases sacrifice animal,manifests_in,1,arabculture
111,113,eid al-adha celebration,sharing with those in need,manifests_in,1,arabculture
112,114,father purchases sacrifice animal,buying eid sacrifice,manifests_in,1,arabculture
2,111,algerian,eid al-adha celebration,manifests_in,3,arabculture
111,116,eid al-adha celebration,family and kinship greetings,influences,1,arabculture
116,117,family and kinship greetings,visiting family on eid al-adha,manifests_in,1,arabculture
116,118,family and kinship greetings,extending greetings to relatives,manifests_in,1,arabculture
2,119,algerian,animal sacrifice ritual,manifests_in,1,arabculture
119,120,animal sacrifice ritual,mother leads post-sacrifice duties,manifests_in,1,arabculture
119,121,animal sacrifice ritual,family participation in ritual,influences,1,arabculture
122,119,religious holiday observance,animal sacrifice ritual,contextualizes,1,arabculture
108,123,eid al-fitr celebration,sharak pastry making,contextualizes,1,arabculture
123,124,sharak pastry making,welcoming guests with sweets,manifests_in,1,arabculture
123,125,sharak pastry making,sharak pastry,manifests_in,1,arabculture
2,126,algerian,henna application on eid eve,manifests_in,1,arabculture
127,126,celebration of religious festivals,henna application on eid eve,contextualizes,1,arabculture
126,128,henna application on eid eve,applying henna to hands and body,manifests_in,1,arabculture
2,129,algerian,eid al-adha observance,manifests_in,1,arabculture
2,130,algerian,elder brother responsibilities,manifests_in,1,arabculture
129,131,eid al-adha observance,eldest son leadership role,manifests_in,1,arabculture
130,131,elder brother responsibilities,eldest son leadership role,manifests_in,1,arabculture
2,132,algerian,eid al-adha celebration meal,manifests_in,1,arabculture
132,133,eid al-adha celebration meal,fried lamb ribs lunch,manifests_in,1,arabculture
30,134,religion,islamic tradition,varies_by,1,arabculture
134,129,islamic tradition,eid al-adha observance,manifests_in,1,arabculture
129,132,eid al-adha observance,eid al-adha celebration meal,contextualizes,1,arabculture
2,135,algerian,fasting on arafah day,manifests_in,1,arabculture
135,136,fasting on arafah day,preparation for eid al-adha,influences,1,arabculture
135,137,fasting on arafah day,arafah day fasting ritual,manifests_in,1,arabculture
111,119,eid al-adha celebration,animal sacrifice ritual,manifests_in,1,arabculture
119,138,animal sacrifice ritual,sharing sacrificial meat,influences,1,arabculture
138,139,sharing sacrificial meat,distributing meat to family,manifests_in,1,arabculture
108,140,eid al-fitr celebration,preparing sabli sweets,manifests_in,1,arabculture
2,141,algerian,women's preparation for religious holidays,manifests_in,1,arabculture
141,142,women's preparation for religious holidays,grooming and dressing in finest attire,manifests_in,1,arabculture
143,141,religious festivals,women's preparation for religious holidays,contextualizes,1,arabculture
2,144,algerian,new year celebration preparations,manifests_in,1,arabculture
144,145,new year celebration preparations,mother prepares family gathering,manifests_in,1,arabculture
144,146,new year celebration preparations,new year's eve night,contextualizes,1,arabculture
2,147,algerian,independence day commemoration,manifests_in,3,arabculture
147,148,independence day commemoration,honoring martyrs memory,contextualizes,1,arabculture
147,149,independence day commemoration,family gathering for independence day,manifests_in,1,arabculture
2,150,algerian,birthday celebration customs,manifests_in,1,arabculture
150,151,birthday celebration customs,mother buys cake and gift,manifests_in,1,arabculture
17,152,family,maternal care role,manifests_in,1,arabculture
152,151,maternal care role,mother buys cake and gift,influences,1,arabculture
0,153,human,gender,manifests_in,5,arabculture
153,2,gender,algerian,varies_by,1,arabculture
2,154,algerian,honoring women on women's day,manifests_in,1,arabculture
154,155,honoring women on women's day,corporate and institutional recognition,manifests_in,1,arabculture
2,156,algerian,mother's day celebration,manifests_in,2,arabculture
156,157,mother's day celebration,honoring and thanking mother,manifests_in,1,arabculture
156,158,mother's day celebration,expressing gratitude and joy,manifests_in,1,arabculture
0,159,human,daily grooming practices,manifests_in,2,arabculture
159,2,daily grooming practices,algerian,varies_by,1,arabculture
2,160,algerian,hair care before school,manifests_in,1,arabculture
160,161,hair care before school,moisturizing hair routine,contextualizes,1,arabculture
0,162,human,education,contextualizes,10,arabculture
162,2,education,algerian,varies_by,49,arabculture
2,163,algerian,mandatory school uniform wearing,manifests_in,1,arabculture
163,164,mandatory school uniform wearing,school uniform before attending school,manifests_in,1,arabculture
0,165,human,daily routine,manifests_in,4,arabculture
2,166,algerian,mental preparation before work,manifests_in,1,arabculture
166,167,mental preparation before work,listening to calming music,manifests_in,1,arabculture
167,165,listening to calming music,daily routine,contextualizes,1,arabculture
2,168,algerian,daily commute practices,manifests_in,1,arabculture
168,169,daily commute practices,listening to radio during work commute,manifests_in,1,arabculture
0,170,human,economy,manifests_in,117,arabculture
170,2,economy,algerian,contextualizes,30,arabculture
2,171,algerian,professional workplace conduct,manifests_in,1,arabculture
171,172,professional workplace conduct,colleague collaboration,manifests_in,1,arabculture
0,2,human,algerian,originates_from,18,arabculture
2,173,algerian,workplace social bonding,manifests_in,1,arabculture
173,174,workplace social bonding,collective recreational activities,manifests_in,1,arabculture
174,175,collective recreational activities,stress relief from work,contextualizes,1,arabculture
2,176,algerian,male work-life balance,manifests_in,1,arabculture
176,177,male work-life balance,self-care after work,manifests_in,1,arabculture
2,178,algerian,women's daily routines,manifests_in,1,arabculture
178,179,women's daily routines,work and mobility after employment,manifests_in,1,arabculture
17,178,family,women's daily routines,contextualizes,1,arabculture
0,17,human,family,originates_from,25,arabculture
2,180,algerian,weekly household preparation,manifests_in,1,arabculture
180,181,weekly household preparation,friday morning cleaning ritual,manifests_in,1,arabculture
2,182,algerian,household cleanliness standards,manifests_in,1,arabculture
182,183,household cleanliness standards,thorough window cleaning,manifests_in,1,arabculture
0,17,human,family,contextualizes,8,arabculture
17,2,family,algerian,manifests_in,2,arabculture
2,184,algerian,domestic labor sharing,manifests_in,1,arabculture
184,185,domestic labor sharing,father assists with housework,manifests_in,1,arabculture
2,186,algerian,household cleanliness care,manifests_in,1,arabculture
186,187,household cleanliness care,floor cleaning with effective products,manifests_in,1,arabculture
0,2,human,algerian,contextualizes,56,arabculture
2,188,algerian,household management practices,manifests_in,1,arabculture
188,189,household management practices,outsourcing deep cleaning work,manifests_in,1,arabculture
190,189,efficiency and time management,outsourcing deep cleaning work,influences,1,arabculture
2,191,algerian,leisure and rest,manifests_in,1,arabculture
191,192,leisure and rest,domestic leisure time,varies_by,1,arabculture
192,193,domestic leisure time,women's rest at home,contextualizes,1,arabculture
193,194,women's rest at home,completing household duties first,contextualizes,1,arabculture
194,195,completing household duties first,personal time after responsibilities,influences,1,arabculture
2,196,algerian,leisure time,manifests_in,1,arabculture
196,197,leisure time,rest after work week,contextualizes,1,arabculture
197,198,rest after work week,pursuing personal interests,manifests_in,1,arabculture
198,199,pursuing personal interests,weekend relaxation,manifests_in,1,arabculture
2,200,algerian,family eating rules,manifests_in,1,arabculture
200,201,family eating rules,daily mealtime practices,manifests_in,1,arabculture
17,200,family,family eating rules,contextualizes,1,arabculture
2,202,algerian,street food consumption,manifests_in,2,arabculture
202,203,street food consumption,oran city tradition,varies_by,1,arabculture
0,204,human,communication,manifests_in,12,arabculture
204,2,communication,algerian,varies_by,4,arabculture
2,205,algerian,peace communication practices,manifests_in,1,arabculture
205,206,peace communication practices,shared peace expressions,manifests_in,1,arabculture
2,207,algerian,maternal discipline through communication,manifests_in,1,arabculture
207,208,maternal discipline through communication,non-verbal communication techniques,manifests_in,1,arabculture
207,209,maternal discipline through communication,preventing child misbehavior,influences,1,arabculture
2,210,algerian,gender-differentiated communication,manifests_in,1,arabculture
210,211,gender-differentiated communication,male communication styles,manifests_in,1,arabculture
210,212,gender-differentiated communication,female communication styles,manifests_in,1,arabculture
2,213,algerian,borrowing from trusted sources,manifests_in,1,arabculture
213,214,borrowing from trusted sources,preference for reliable lenders,manifests_in,1,arabculture
2,215,algerian,currency exchange practices,manifests_in,1,arabculture
215,216,currency exchange practices,foreign currency acquisition,manifests_in,1,arabculture
217,216,travel preparation,foreign currency acquisition,influences,1,arabculture
2,218,algerian,gift giving for weddings,manifests_in,1,arabculture
218,219,gift giving for weddings,selecting and wrapping gifts,manifests_in,1,arabculture
218,73,gift giving for weddings,wedding celebration,honors,1,arabculture
0,220,human,gift giving customs,manifests_in,2,arabculture
220,2,gift giving customs,algerian,varies_by,1,arabculture
2,221,algerian,wedding gift giving,manifests_in,1,arabculture
221,222,wedding gift giving,purchasing gift for relative,manifests_in,1,arabculture
221,73,wedding gift giving,wedding celebration,contextualizes,1,arabculture
2,223,algerian,gift-giving customs,manifests_in,2,arabculture
223,224,gift-giving customs,presentation with care,manifests_in,1,arabculture
224,225,presentation with care,purchasing gifts thoughtfully,contextualizes,1,arabculture
224,226,presentation with care,wrapping in finest form,manifests_in,1,arabculture
0,227,human,health,manifests_in,45,arabculture
227,2,health,algerian,contextualizes,2,arabculture
2,228,algerian,maternal personal hygiene practices,manifests_in,1,arabculture
228,229,maternal personal hygiene practices,mother maintains rigorous cleanliness,manifests_in,1,arabculture
228,230,maternal personal hygiene practices,lifelong hygiene commitment,manifests_in,1,arabculture
2,231,algerian,personal grooming practices,manifests_in,2,arabculture
231,232,personal grooming practices,skin care routine,manifests_in,1,arabculture
2,233,algerian,diligent self-care emphasis,manifests_in,1,arabculture
2,234,algerian,childhood play and recreation,manifests_in,1,arabculture
234,235,childhood play and recreation,beloved home toys,manifests_in,1,arabculture
2,236,algerian,childhood play in home,manifests_in,1,arabculture
236,237,childhood play in home,daily toy play,manifests_in,1,arabculture
17,236,family,childhood play in home,contextualizes,1,arabculture
17,239,family,family gathering with relatives,contextualizes,1,arabculture
2,238,algerian,home-based children games,manifests_in,1,arabculture
238,240,home-based children games,children playing with extended family,manifests_in,1,arabculture
0,241,human,childhood leisure,manifests_in,2,arabculture
241,2,childhood leisure,algerian,contextualizes,1,arabculture
2,242,algerian,video game play,manifests_in,1,arabculture
242,243,video game play,popular video games,manifests_in,1,arabculture
242,244,video game play,peer group bonding,influences,1,arabculture
2,245,algerian,gender-based play practices,manifests_in,1,arabculture
245,246,gender-based play practices,girls' traditional games,manifests_in,1,arabculture
246,247,girls' traditional games,domestic play spaces,contextualizes,1,arabculture
2,248,algerian,traditional children games,manifests_in,1,arabculture
248,249,traditional children games,outdoor play mastery,manifests_in,1,arabculture
63,248,tradition,traditional children games,contextualizes,1,arabculture
248,250,traditional children games,community children engagement,influences,1,arabculture
0,251,human,recreation,manifests_in,5,arabculture
251,2,recreation,algerian,varies_by,1,arabculture
2,252,algerian,outdoor children play,manifests_in,2,arabculture
252,253,outdoor children play,games in streets and parks,manifests_in,1,arabculture
252,254,outdoor children play,street play,manifests_in,1,arabculture
2,256,algerian,outdoor children games,manifests_in,1,arabculture
256,257,outdoor children games,neighborhood play,manifests_in,1,arabculture
2,258,algerian,pre-burial farewell ritual,manifests_in,1,arabculture
258,259,pre-burial farewell ritual,family gathering before burial,manifests_in,1,arabculture
2,260,algerian,funeral rites before burial,manifests_in,1,arabculture
260,261,funeral rites before burial,family conducts funeral ceremonies at home,manifests_in,1,arabculture
17,262,family,family obligation in funeral rites,manifests_in,1,arabculture
262,261,family obligation in funeral rites,family conducts funeral ceremonies at home,manifests_in,1,arabculture
2,263,algerian,funeral rites and burial,manifests_in,1,arabculture
2,264,algerian,burial as sacred duty,manifests_in,1,arabculture
264,265,burial as sacred duty,community attendance at funeral,influences,1,arabculture
263,266,funeral rites and burial,prayer and supplication for deceased,manifests_in,1,arabculture
263,267,funeral rites and burial,witnessing burial ceremony,manifests_in,1,arabculture
2,268,algerian,islamic burial practices,manifests_in,1,arabculture
268,269,islamic burial practices,burial of deceased,manifests_in,1,arabculture
2,270,algerian,post-burial charitable giving,manifests_in,1,arabculture
270,271,post-burial charitable giving,preparing sadaqah after funeral,manifests_in,1,arabculture
2,272,algerian,post-funeral visitation practices,manifests_in,1,arabculture
272,273,post-funeral visitation practices,women visiting graves after burial,manifests_in,1,arabculture
272,274,post-funeral visitation practices,supplication for the deceased,manifests_in,1,arabculture
30,276,religion,forty-day mourning period,manifests_in,1,arabculture
17,275,family,inheritance distribution timing,manifests_in,1,arabculture
276,277,forty-day mourning period,estate division after forty days,contextualizes,1,arabculture
275,277,inheritance distribution timing,estate division after forty days,manifests_in,1,arabculture
0,278,human,art,manifests_in,340,arabculture
278,2,art,algerian,contextualizes,16,arabculture
2,279,algerian,hand-held musical instrument,manifests_in,1,arabculture
279,280,hand-held musical instrument,celebratory performances,manifests_in,1,arabculture
280,281,celebratory performances,women and men playing together,manifests_in,1,arabculture
279,282,hand-held musical instrument,creating special atmosphere at gatherings,manifests_in,1,arabculture
2,283,algerian,desert music tradition,manifests_in,1,arabculture
283,284,desert music tradition,gnawa music,manifests_in,1,arabculture
284,285,gnawa music,guembri instrument,manifests_in,1,arabculture
2,286,algerian,traditional music instrument education,manifests_in,1,arabculture
2,287,algerian,algerian heritage musical instruments,honors,1,arabculture
286,288,traditional music instrument education,enrolling daughters in folk music school,manifests_in,1,arabculture
2,289,algerian,eid al-fitr celebration music,manifests_in,1,arabculture
289,290,eid al-fitr celebration music,specific eid songs,manifests_in,1,arabculture
289,291,eid al-fitr celebration music,family gathering on eid,honors,1,arabculture
291,292,family gathering on eid,singing during eid day,manifests_in,1,arabculture
2,294,algerian,bridal henna night,manifests_in,1,arabculture
2,293,algerian,henna celebration songs,manifests_in,1,arabculture
294,295,bridal henna night,women singing henna song,manifests_in,1,arabculture
293,296,henna celebration songs,inherited musical style,originates_from,1,arabculture
2,297,algerian,revolutionary songs,manifests_in,1,arabculture
147,299,independence day commemoration,singing revolutionary songs,contextualizes,1,arabculture
297,298,revolutionary songs,honoring mujahideen memory,honors,1,arabculture
2,300,algerian,regional dance traditions,manifests_in,1,arabculture
300,301,regional dance traditions,tizi wzu dance,varies_by,1,arabculture
300,302,regional dance traditions,bjaiae dance,varies_by,1,arabculture
2,303,algerian,local dance traditions,manifests_in,4,arabculture
303,304,local dance traditions,sétif regional dance,manifests_in,1,arabculture
304,305,sétif regional dance,mixed gender participation,contextualizes,1,arabculture
278,2,art,algerian,varies_by,4,arabculture
306,307,capital city women's dance,dance with symbolic objects,manifests_in,1,arabculture
307,308,dance with symbolic objects,displaying status and dignity,contextualizes,1,arabculture
2,309,algerian,local desert dances,manifests_in,1,arabculture
309,310,local desert dances,southern saharan male dance,manifests_in,1,arabculture
309,311,local desert dances,regional dance variation,varies_by,1,arabculture
2,312,algerian,parent-child bonding through leisure,manifests_in,1,arabculture
312,313,parent-child bonding through leisure,weekend outing,manifests_in,1,arabculture
2,314,algerian,parent-child kitchen duties,manifests_in,1,arabculture
314,316,parent-child kitchen duties,mother assigns daughter kitchen tasks,manifests_in,1,arabculture
315,316,ramadan fasting meal preparation,mother assigns daughter kitchen tasks,contextualizes,1,arabculture
2,317,algerian,collective family participation,manifests_in,1,arabculture
317,318,collective family participation,barbecue preparation,manifests_in,1,arabculture
2,319,algerian,task distribution by family member,manifests_in,1,arabculture
319,320,task distribution by family member,individual responsibilities,manifests_in,1,arabculture
317,319,collective family participation,task distribution by family member,balances,1,arabculture
2,321,algerian,intergenerational eid celebration,manifests_in,1,arabculture
321,322,intergenerational eid celebration,grandparents sharing eid rituals with grandchildren,manifests_in,1,arabculture
323,321,eid festival,intergenerational eid celebration,contextualizes,1,arabculture
324,321,shared celebration practices,intergenerational eid celebration,manifests_in,1,arabculture
2,325,algerian,intergenerational family bonding,manifests_in,1,arabculture
325,326,intergenerational family bonding,school holidays visits to grandparents,manifests_in,1,arabculture
2,327,algerian,grandparent-grandchild relationships,honors,1,arabculture
0,329,human,algerian berber tribes,contextualizes,1,arabculture
329,330,algerian berber tribes,sacred planting seasons,manifests_in,1,arabculture
330,331,sacred planting seasons,seasonal anticipation ritual,originates_from,1,arabculture
332,330,reverence for agricultural cycles,sacred planting seasons,influences,1,arabculture
2,333,algerian,southern agriculture,manifests_in,1,arabculture
333,334,southern agriculture,local crop cultivation,manifests_in,1,arabculture
333,335,southern agriculture,crop care and export,manifests_in,1,arabculture
2,336,algerian,fruit cultivation,manifests_in,1,arabculture
336,337,fruit cultivation,skikda fruit festival,manifests_in,1,arabculture
338,337,annual harvest celebration,skikda fruit festival,originates_from,1,arabculture
336,338,fruit cultivation,annual harvest celebration,influences,1,arabculture
2,339,algerian,harvest preparation,manifests_in,1,arabculture
2,340,algerian,family crop harvesting,manifests_in,1,arabculture
339,341,harvest preparation,collective crop picking,manifests_in,1,arabculture
340,341,family crop harvesting,collective crop picking,manifests_in,1,arabculture
255,340,community,family crop harvesting,contextualizes,1,arabculture
0,342,human,language,manifests_in,34,arabculture
342,343,language,arabic,manifests_in,1,arabculture
343,344,arabic,proverbs and sayings,manifests_in,1,arabculture
344,345,proverbs and sayings,proverb on deception and hypocrisy,manifests_in,1,arabculture
345,346,proverb on deception and hypocrisy,ضربني و بكى و سبقني و شكى,manifests_in,1,arabculture
0,347,human,algerian arabic,manifests_in,1,arabculture
347,348,algerian arabic,proverb,manifests_in,1,arabculture
348,349,proverb,character and inner qualities,contextualizes,1,arabculture
349,350,character and inner qualities,appearance versus substance,manifests_in,1,arabculture
2,344,algerian,proverbs and sayings,manifests_in,5,arabculture
344,352,proverbs and sayings,wedding preparation planning,contextualizes,1,arabculture
352,353,wedding preparation planning,year-long celebration cycle,manifests_in,1,arabculture
342,2,language,algerian,varies_by,6,arabculture
2,354,algerian,darija dialect,manifests_in,1,arabculture
344,355,proverbs and sayings,reciprocity and obligation,contextualizes,1,arabculture
355,356,reciprocity and obligation,ajini ya labla wa la najik,manifests_in,1,arabculture
354,356,darija dialect,ajini ya labla wa la najik,manifests_in,1,arabculture
2,357,algerian,proverb tradition,manifests_in,2,arabculture
357,358,proverb tradition,acceptance of loss and change,contextualizes,1,arabculture
357,359,proverb tradition,darija dialect proverb,manifests_in,1,arabculture
2,360,algerian,brotherhood bonds,contextualizes,1,arabculture
360,361,brotherhood bonds,sibling relationships,manifests_in,1,arabculture
2,362,algerian,elder brother responsibility,manifests_in,1,arabculture
362,363,elder brother responsibility,caring for younger siblings,manifests_in,1,arabculture
2,364,algerian,paternal cousin kinship bonds,manifests_in,1,arabculture
364,365,paternal cousin kinship bonds,school holiday gatherings,manifests_in,1,arabculture
2,366,algerian,parental care during child illness,manifests_in,1,arabculture
366,367,parental care during child illness,protective actions for sick child,manifests_in,1,arabculture
227,368,health,child wellbeing,varies_by,1,arabculture
366,368,parental care during child illness,child wellbeing,influences,1,arabculture
2,369,algerian,parental preparation for education,manifests_in,1,arabculture
369,370,parental preparation for education,preparing children for school year,manifests_in,1,arabculture
2,371,algerian,morning coffee drinking,manifests_in,1,arabculture
371,372,morning coffee drinking,daily coffee habit,manifests_in,1,arabculture
2,373,algerian,breakfast traditions,manifests_in,1,arabculture
373,374,breakfast traditions,morning meal customs,contextualizes,1,arabculture
2,375,algerian,breakfast practices,manifests_in,2,arabculture
375,376,breakfast practices,children's breakfast preferences,contextualizes,1,arabculture
376,377,children's breakfast preferences,chocolate milk drink,manifests_in,1,arabculture
2,378,algerian,rural breakfast preference,manifests_in,1,arabculture
378,379,rural breakfast preference,morning beverage drinking,manifests_in,1,arabculture
2,380,algerian,breakfast consumption practice,manifests_in,1,arabculture
380,381,breakfast consumption practice,purchasing baked goods for breakfast,manifests_in,1,arabculture
2,382,algerian,midday meal tradition,manifests_in,1,arabculture
382,383,midday meal tradition,couscous dish,manifests_in,1,arabculture
2,384,algerian,soup preparation,manifests_in,1,arabculture
384,385,soup preparation,vegetable soup,manifests_in,1,arabculture
386,384,female cooking role,soup preparation,contextualizes,1,arabculture
2,387,algerian,preference for traditional dishes,manifests_in,1,arabculture
387,388,preference for traditional dishes,eating mechoua at lunch,manifests_in,1,arabculture
